Description,Price/Unit,Unit,Price/Measure,Measure
Sainsbury's Home Silver Plastic Hangers x6,5.00,unit,5.00,ea
Ideal Home Magazine,4.50,unit,4.50,ea
Sainsbury's Home Simplicity Forks x4,6.50,unit,6.50,ea
Pyrex 21X21Cm Square Roaster,7.00,unit,7.00,ea
Salter Black LCD Electronic Kitchen Scales 1066,10.00,unit,10.00,ea
Take A Break Take A Puzzle,2.80,unit,2.80,ea
Sainsbury's Pink and Pearls Bouquet,5.00,unit,5.00,ea
TV Choice Magazine Christmas Special,1.40,unit,1.40,ea
Vax Spot & Stain Cleaner,4.00,unit,4.00,ea
Sainsbury's Home Red Tablecover 120x180cm,3.00,unit,3.00,ea
Inside Soap Magazine,2.20,unit,2.20,ea
Sainsbury's Brightly Beautiful Bouquet,10.00,unit,10.00,ea
Sainsbury's Home Baking Sheet Black,7.50,unit,7.50,ea
"Duracell Rechargeable AAA 900mAh Batteries, pack of 4",14.00,unit,3.50,batt
Sainsbury's Home Soft Grip Can Opener,4.00,unit,4.00,ea
