Description,Price/Unit,Unit,Price/Measure,Measure
Sainsbury's Cheese & Garlic Pizza Bread 281g,1.20,unit,4.27,kg
Sainsbury's Breaded Plaice Fillets x2 260g,2.50,unit,9.62,kg
Birds Eye Cod Tomato and Rosemary Perfectly Baked x2 260g,3.50,unit,13.46,kg
Sainsbury's Four Berry Medley Frozen Fruit 1kg,3.50,unit,35p,100g
Quorn Vegetarian Sausages 504g,2.60,unit,5.16,kg
Sainsbury's Beef Lasagne 400g (Serves 1),1.25,unit,3.13,kg
Birds Eye Salmon Lemon and Dill Perfectly Baked x2 260g,4.50,unit,17.31,kg
Viennetta Ice Cream Dessert Mint 650ml,1.65,unit,25p,100ml
Sainsbury's Roast Beef Dinner 400g (Serves 1),2.00,unit,5.00,kg
Goodfella's Takeaway Pepperoni Pizza 524g,3.50,unit,6.68,kg
Sainsbury's Vegetable Quarter Pounders 454g,1.75,unit,3.85,kg
Oreo Ice Cream Sandwich x6 330ml,2.00,unit,61p,100ml
Birds Eye Stir Your Senses Spanish Chicken & Prawn Paella 350g,2.20,unit,6.29,kg
Sainsbury's Mango Papaya & Pineapple Smoothie Mix 480g,2.00,unit,42p,100g
Sainsbury's Chicken Breast Nuggets 1kg,3.15,unit,3.15,kg
Young's Skinless & Boneless Atlantic Cod Chunky Fillets x360g,4.25,unit,11.81,kg
Sainsbury's Spicy Chicken Pizza 388g,1.50,unit,3.87,kg
Sainsbury's Sweet & Sour Chicken with Rice 400g (Serves 1),1.25,unit,3.13,kg
Goodfella's Takeaway The Big Cheese Pizza 555g,3.50,unit,6.31,kg
Quorn Vegetarian Steak Style Pies 400g,1.70,unit,4.25,kg
Bisto Classic Shepherd's Pie Ready Meal 375g (Serves 1),1.00,unit,2.66,kg
Sainsbury's Mandarin Cheesecake Dessert 510g (serves 6),1.75,unit,35p,100g
Sainsbury's Haddock Fillet Portion 380g,4.00,unit,10.53,kg
Sainsbury's Sorbet Raspberry 500ml,2.25,unit,45p,100ml
Sainsbury's Vanilla Ice Cream Slicing Block 1L,1.10,unit,11p,100ml
Sainsbury's Southern Fried Chicken Steak 380g,1.75,unit,4.61,kg
Sainsbury's Thin & Crispy Hawaiian Pizza 385g,1.50,unit,3.90,kg
Bisto Classic Cottage Pie Ready Meal 375g (Serves 1),1.00,unit,2.66,kg
Birds Eye Golden Rice Steamfresh x2 380g,1.50,unit,3.95,kg
Sainsbury's Omega 3 Fish Fingers x30 900g,3.00,unit,3.33,kg
Sainsbury's Lamb Grills x4 340g,2.00,unit,5.88,kg
Sainsbury's Crispy Garlic Mushrooms 300g,1.25,unit,4.17,kg
Quorn Vegetarian Bacon Rashers 120g,1.75,unit,14.58,kg
Stamford Street Spaghetti Bolognese 400g (Serves 1),69p,unit,1.73,kg
Sainsbury's Roast Potatoes 900g,1.25,unit,1.39,kg
Sainsbury's Beer Battered Onion Rings Taste the Difference 375g,2.00,unit,5.33,kg
Quorn Picnic Eggs 180g,1.50,unit,8.33,kg
Birds Eye Family Favourites Steamfresh x4 540g,1.75,unit,3.24,kg
Stamford Street Chicken Curry 400g (Serves 1),69p,unit,1.73,kg
Sainsbury's Raspberry Ripple Soft Scoop Ice Cream 2L,1.80,unit,9p,100ml
Mr Brain's Pork Faggots x4 439g,1.40,unit,3.19,kg
Sainsbury's Large Raw King Prawns 180g,3.00,unit,16.67,kg
Aunt Bessie's Light & Fluffy Dumplings x8 390g,1.65,unit,4.23,kg
Snickers Ice Cream 4x53ml,2.00,unit,1.04,100ml
Birds Eye Country Mixed Vegetables 690g,2.00,unit,2.90,kg
Stamford Street Beef Lasagne 400g (Serves 1),69p,unit,1.73,kg
Sainsbury's Chicken Ham Hock & Leek Pies x2 400g,2.50,unit,63p,100g
Sainsbury's Frozen Berry Banana Smoothie Mix Strawberry & Banana 480g,2.00,unit,42p,100g
Young's Breaded Cod Fillets x4 440g,3.50,unit,7.96,kg
McCain Frozen Baked Jacket Potatoes x8 1.6kg,4.00,unit,2.50,kg
Bisto Classic Bangers & Mash Ready Meal 375g (Serves 1),1.00,unit,2.66,kg
Bisto Roast Beef Dinner Ready Meal 400g (Serves 1),2.50,unit,6.25,kg
Sainsbury's Chicken Liver Pots 250g,60p,unit,2.40,kg
Sainsbury's Beef Quarter Pounders x4 454g,2.50,unit,5.51,kg
Sainsbury's Chicken Korma with Pilau Rice 400g (Serves 1),1.25,unit,3.13,kg
Sainsbury's Lincolnshire Mini Sausage Rolls x40 800g,2.00,unit,25p,100g
Birds Eye Garlic & Herb Chicken Kievs x2 300g,3.00,unit,10.00,kg
Young's Chip Shop Large Haddock Fillets 440g,4.50,unit,10.23,kg
Hagen-Dazs Ice Cream Strawberry Cheesecake 460ml,4.80,unit,1.04,100ml
Quorn Vegan Fishless Fingers x10 200g,2.50,unit,12.50,kg
